id,LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID
2539,98450088BEDCABC67B20,PETER ANDERSEN HOLDING ApS,,,,DK,8000,,DK,8000,RA000170,,25591739,DK,ACTIVE,ISSUED,2021-10-06T13:39:38+00:00,FULLY_CORROBORATED,RA000170,25591739
2540,9845008479EE105E7D42,PHP HOLDING AS,,,,NO,2750,,NO,2750,RA000472,,925 740 713,NO,ACTIVE,ISSUED,2021-10-06T13:38:37+00:00,FULLY_CORROBORATED,RA000472,925 740 713
2541,9845003AFAA08512DA33,UTTARBANGA KSHETRIYA GRAMIN BANK,,,IN-WB,IN,736101,IN-WB,IN,736101,RA000754,,19AAACU9683Q3Z5,IN,ACTIVE,ISSUED,2021-10-06T13:37:19+00:00,FULLY_CORROBORATED,RA000754,19AAACU9683Q3Z5
2542,984500ECDC1037DA5E40,WEBWOOSH PRIVATE LIMITED,,,,IN,201301,,IN,201301,RA000394,,U72900UP2020PTC133489,IN,ACTIVE,ISSUED,2021-10-06T13:37:01+00:00,FULLY_CORROBORATED,RA000394,U72900UP2020PTC133489
2543,815600D626619257ED67,B.R. PNEUMATICI S.P.A.,,,IT-VI,IT,36016,IT-VI,IT,36016,RA000407,,1800220244,IT,ACTIVE,ISSUED,2021-10-06T13:34:35+00:00,FULLY_CORROBORATED,RA000407,1800220244
2544,984500AA3N1EA6137571,MEISEL BROS AS,,,,NO,4009,,NO,4009,RA000472,,925 567 248,NO,ACTIVE,ISSUED,2021-10-06T13:29:17+00:00,FULLY_CORROBORATED,RA000472,925 567 248
2545,894500URONWUEUCHOU42,"Cannon Global A2 Fund, LP",,,US-FL,US,33304,US-FL,US,33304,RA000602,,20203474500,US-FL,ACTIVE,ISSUED,2021-10-06T13:28:59+00:00,FULLY_CORROBORATED,RA000602,20203474500
2546,81560086679F3A82D693,CALIPSO SPE S.R.L.,,,IT-MI,IT,20121,IT-MI,IT,20121,RA000407,,11265790961,IT,ACTIVE,ISSUED,2021-10-06T13:28:50+00:00,FULLY_CORROBORATED,RA000407,11265790961
2547,984500CECCDA66CL4A60,Indosuez Funds – Global Bonds USD 2025,,,,LU,2520,,LU,2520,RA000433,,O00007526_00000046,LU,ACTIVE,ISSUED,2021-10-06T13:27:29+00:00,FULLY_CORROBORATED,RA000433,O00007526_00000046
2548,529900LQOAWQNSE8DG37,AnniMax Vermögensverwaltung KG,,,DE-BW,DE,76287,DE-BW,DE,76287,RA000296,,HRA 709520,DE,ACTIVE,ISSUED,2021-10-06T13:26:32+00:00,FULLY_CORROBORATED,RA000296,
2549,25490072Q9D0I8PQ5R27,MACARNE LIMITED,,,,GB,EC2A 4NE,,GB,EC2A 4NE,RA000585,,8699684,GB,ACTIVE,ISSUED,2021-10-06T13:21:38+00:00,FULLY_CORROBORATED,RA000585,8699684
2550,529900B9ZJC3FI37MU18,XPDON Invest Zártkörűen Működő Részvénytársaság,,,HU-DE,HU,4025,HU-DE,HU,4025,RA000391,,09-10-000608,HU,ACTIVE,ISSUED,2021-10-06T13:21:34+00:00,FULLY_CORROBORATED,RA000391,09-10-000608
2551,8156006D8D6EF3C06120,ELECTRA SPE S.R.L.,,,IT-MI,IT,20121,IT-MI,IT,20121,RA000407,,11294430969,IT,ACTIVE,ISSUED,2021-10-06T13:16:19+00:00,FULLY_CORROBORATED,RA000407,11294430969
2552,959800SPDQ3M860CW644,MAUSSTONE GALICIA SL,,,,ES,36818,,ES,36818,RA000533,,PO-65096-8,ES,ACTIVE,ISSUED,2021-10-06T13:16:00+00:00,FULLY_CORROBORATED,RA000533,PO-65096-8
2553,959800TWKJ3NM6ZYRE79,"REPRESENTACIONES JAMARDO,S.L.",,,,ES,36650,,ES,36650,RA000533,,PO-43119-8,ES,ACTIVE,ISSUED,2021-10-06T13:16:00+00:00,FULLY_CORROBORATED,RA000533,PO-43119-8
2554,959800SMRB5HJ9N9NK86,BODEGAS Y VIÑEDOS HERNANDEZ SL,,,,ES,47140,,ES,47140,RA000533,,VA-14502-8,ES,ACTIVE,ISSUED,2021-10-06T13:15:55+00:00,FULLY_CORROBORATED,RA000533,VA-14502-8
2555,984500008670773MDF39,UPPAL HOTELS PRIVATE LIMITED,,,IN-DL,IN,110017,IN-DL,IN,110017,RA000394,,U74899DL1991PTC044270,IN,ACTIVE,ISSUED,2021-10-06T13:14:59+00:00,FULLY_CORROBORATED,RA000394,U74899DL1991PTC044270
2556,7245000QR31E6GTVUN98,Boerhaave B.V.,,,,NL,5644BE,,NL,5644BE,RA000463,,17157145,NL,ACTIVE,ISSUED,2021-10-06T13:12:49+00:00,FULLY_CORROBORATED,RA000463,17157145
2557,894500UTDMYAFMZ5VY86,Delek Overriding Royalty Leviathan Ltd.,,,,IL,4672537,,IL,4672537,RA000406,,514798826,IL,ACTIVE,ISSUED,2021-10-06T13:12:12+00:00,PARTIALLY_CORROBORATED,RA000406,514798826
2558,72450037WKCNRQY39Z28,Certo Certius B.V.,,,,NL,7009AZ,,NL,7009AZ,RA000463,,9070848,NL,ACTIVE,ISSUED,2021-10-06T13:10:08+00:00,FULLY_CORROBORATED,RA000463,9070848
2559,894500UR2HPRUX0Z2M78,GUIDING MEDIA PRIVATE LIMITED,,,,IN,201301,,IN,201301,RA000394,,U74120UP2015PTC071073,IN,ACTIVE,ISSUED,2021-10-06T13:09:58+00:00,FULLY_CORROBORATED,RA000394,U74120UP2015PTC071073
2560,815600917DC981958644,FLEXAGON SECURITISATIONS S.R.L.,,,IT-MI,IT,20121,IT-MI,IT,20121,RA000407,,11351040966,IT,ACTIVE,ISSUED,2021-10-06T13:09:22+00:00,FULLY_CORROBORATED,RA000407,11351040966
2561,894500UR819JHWCUQ695,Anders Skog Försäkringskonsult i Stockholm Aktiebolag,,,,SE,114 87,,SE,114 87,RA000544,,5564718996,SE,ACTIVE,ISSUED,2021-10-06T13:08:46+00:00,FULLY_CORROBORATED,RA000544,5564718996
2562,894500URDKTB4VOQDQ10,Stronghold Invest AS,,,,NO,1570,,NO,1570,RA000472,,925662232,NO,ACTIVE,ISSUED,2021-10-06T13:07:20+00:00,FULLY_CORROBORATED,RA000472,925662232
2563,9845002BA2CF850LD485,FALEGNAMERIA STREPPARAVA S.N.C. DI CRISTIAN E ALFIO,,,IT-CO,IT,22010,IT-CO,IT,22010,RA000407,,3682410133,IT,ACTIVE,ISSUED,2021-10-06T13:06:44+00:00,FULLY_CORROBORATED,RA000407,3682410133
2564,724500R6XE4MLN8NRI47,Portfolio Investments C.V.,,,,NL,7609RD,,NL,7609RD,RA000463,,75294508,NL,ACTIVE,ISSUED,2021-10-06T13:06:32+00:00,FULLY_CORROBORATED,RA000463,75294508
2565,894500UUX2FYTG9YFI66,PUTTEN-LEGATET,,,,NO,1680,,NO,1680,RA000472,,840583562,NO,ACTIVE,ISSUED,2021-10-06T13:05:55+00:00,FULLY_CORROBORATED,RA000472,840583562
2566,894500URU7GM1TODCE76,CALINVEST,,,,FR,29200,,FR,29200,RA000189,,882684806,FR,ACTIVE,ISSUED,2021-10-06T13:04:55+00:00,FULLY_CORROBORATED,RA000189,882684806
2567,724500YFONOEAN37F918,Stichting Ultrium,,,,NL,7609RD,,NL,7609RD,RA000463,,75254514,NL,ACTIVE,ISSUED,2021-10-06T13:04:52+00:00,FULLY_CORROBORATED,RA000463,75254514
2568,894500US5AK5BSC4NI67,MERIKARTON VIETRESE - S.R.L.,,,,IT,84019,,IT,84019,RA000407,,SA-131325,IT,ACTIVE,ISSUED,2021-10-06T13:03:38+00:00,FULLY_CORROBORATED,RA000407,SA-131325
2569,984500ADF58B7ED80D28,GÅRDEJER ANDERS FRANDSEN,,,,DK,4140,,DK,4140,RA000170,,11486932,DK,ACTIVE,ISSUED,2021-10-06T13:06:59+00:00,FULLY_CORROBORATED,RA000170,11486932
2570,894500USRGR7VPNN9Q29,XERIDER,,,,FR,89300,,FR,89300,RA000189,,842943672,FR,ACTIVE,ISSUED,2021-10-06T13:03:05+00:00,FULLY_CORROBORATED,RA000189,842943672
2571,894500USGDNOLQZVYM03,HJMG,,,,FR,25250,,FR,25250,RA000189,,884391111,FR,ACTIVE,ISSUED,2021-10-06T13:02:38+00:00,FULLY_CORROBORATED,RA000189,884391111
2572,3912004ADO0XMA4E7I37,Paulinenhaus Krankenanstalt e.V.,,,DE-BE,DE,14055,DE-BE,DE,14055,RA000217,,VR 37,DE,ACTIVE,ISSUED,2021-10-06T13:00:45+00:00,FULLY_CORROBORATED,RA000217,VR 37
2573,894500UQWY607XP3F269,CARDEN PLACE INVESTMENTS LIMITED,,,,GB,AB15 4AN,,GB,AB15 4AN,RA000585,,SC116534,GB,ACTIVE,ISSUED,2021-10-06T13:00:32+00:00,FULLY_CORROBORATED,RA000585,SC116534
2574,894500USX0AZIOZIXA53,FERME SOLAIRE DE MARCOUSSIS,,,,FR,34000,,FR,34000,RA000189,,828652347,FR,ACTIVE,ISSUED,2021-10-06T12:59:59+00:00,FULLY_CORROBORATED,RA000189,828652347
2575,894500URJ4D2RV0M1A04,mariset investments limited,,,,GB,W10 5BE,,GB,W10 5BE,RA000585,,4517545,GB,ACTIVE,ISSUED,2021-10-06T12:58:14+00:00,FULLY_CORROBORATED,RA000585,4517545
2576,894500URZR0DOT08ZY32,ISOTERGLASS SRL,,,,IT,35015,,IT,35015,RA000407,,PD - 164644,IT,ACTIVE,ISSUED,2021-10-06T12:56:28+00:00,FULLY_CORROBORATED,RA000407,PD - 164644
2577,8156006B37792F2F3044,MIRA S.R.L.,,,IT-MO,IT,41037,IT-MO,IT,41037,RA000407,,2138170366,IT,ACTIVE,ISSUED,2021-10-06T12:55:52+00:00,FULLY_CORROBORATED,RA000407,2138170366
2578,335800LZLMQKAOVMSG30,BADIYABATI SHEORAPHULLY CO OP BANK LTD,en,,IN-WB,IN,712223,IN-WB,IN,712223,RA000754,,19AACFB8320N1Z8,IN,ACTIVE,ISSUED,2021-10-06T12:55:32+00:00,FULLY_CORROBORATED,RA000754,19AACFB8320N1Z8
2579,894500UT2JUR5OBEKU28,MVSM Bank (A Rural Bank Since 1953) Inc.,,,PH-03,PH,1800,PH-03,PH,1800,RA000483,,7884,PH,ACTIVE,ISSUED,2021-10-06T12:49:54+00:00,FULLY_CORROBORATED,RA000483,7884
2580,81560005E4FCDE625516,F.LLI BENAGLIO S.R.L.,,,IT-LU,IT,55041,IT-LU,IT,55041,RA000407,,1346020462,IT,ACTIVE,ISSUED,2021-10-06T12:49:35+00:00,FULLY_CORROBORATED,RA000407,1346020462
2581,984500C1FF3C58E15D22,JANKI STAINLESS INDIA PRIVATE LIMITED,,,IN-GJ,IN,380051,IN-GJ,IN,380051,RA000394,,U28999GJ2017PTC098278,IN,ACTIVE,ISSUED,2021-10-06T12:48:47+00:00,FULLY_CORROBORATED,RA000394,U28999GJ2017PTC098278
2582,259400TVHSLOXANR5619,TEKNIKA INDUSTRY TECHNOLOGIES SPÓŁKA AKCYJNA,PL,,PL-14,PL,05-816,PL-14,PL,05-816,RA000484,,849395,PL,ACTIVE,ISSUED,2021-10-06T12:43:25+00:00,FULLY_CORROBORATED,RA000484,849395
2583,984500F70DT9C8767Y84,Indosuez Funds – Global Bonds EUR 2025,,,,LU,2520,,LU,2520,RA000433,,O00007526_00000045,LU,ACTIVE,ISSUED,2021-10-06T12:40:29+00:00,FULLY_CORROBORATED,RA000433,O00007526_00000045
2584,506700IKXO0861V6CZ75,Seren Management GmbH,DE,,CH-ZG,CH,6300,CH-ZG,CH,6300,RA000548,,CHE363835845,CH,ACTIVE,ISSUED,2021-10-06T22:00:00+00:00,FULLY_CORROBORATED,RA000548,CHE363835845
2585,3358008FR6YSZJP6OU62,CETUS ENGINEERING PRIVATE LIMITED,en,,IN-GJ,IN,360024,IN-GJ,IN,360024,RA000394,,U29249GJ2020PTC112869,IN,ACTIVE,ISSUED,2021-10-06T12:37:41+00:00,FULLY_CORROBORATED,RA000394,U29249GJ2020PTC112869
2586,335800N4POMY2NULQD19,BANGIYA GRAMIN VIKASH BANK,en,,IN-WB,IN,742101,IN-WB,IN,742101,RA000754,,19AAALB0462D2ZM,IN,ACTIVE,ISSUED,2021-10-06T12:37:30+00:00,FULLY_CORROBORATED,RA000754,19AAALB0462D2ZM
2587,724500E657V44N37QE74,Wirido B.V.,,,,NL,5104AE,,NL,5104AE,RA000463,,73206083,NL,ACTIVE,ISSUED,2021-10-06T12:37:14+00:00,FULLY_CORROBORATED,RA000463,73206083
2588,335800X4DX1UZD6TP659,MAGZTER DIGITAL PRIVATE LIMITED,en,,IN-TN,IN,600102,IN-TN,IN,600102,RA000394,,U74999TN2011PTC081288,IN,ACTIVE,ISSUED,2021-10-06T12:37:10+00:00,FULLY_CORROBORATED,RA000394,U74999TN2011PTC081288
2589,984500QB2BEE03648F54,Basunen Holding AB,,,,SE,125 35,,SE,125 35,RA000544,,559049-3994,SE,ACTIVE,ISSUED,2021-10-06T12:39:02+00:00,FULLY_CORROBORATED,RA000544,559049-3994
2590,335800DA7XPY3MXL4X20,THE PANCHMAHAL D C M P U LTD EMP P F TRUST,en,,IN-GJ,IN,389001,IN-GJ,IN,389001,RA999999,,,IN,ACTIVE,ISSUED,2021-10-06T12:36:25+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
2591,335800XDPCHLG4C5BC15,S.V.M. OIL MILLS PRIVATE LIMITED,en,,IN-RJ,IN,321001,IN-RJ,IN,321001,RA000394,,U15147RJ2003PTC018546,IN,ACTIVE,ISSUED,2021-10-06T12:36:24+00:00,FULLY_CORROBORATED,RA000394,U15147RJ2003PTC018546
2592,335800M9BWNZBEE4DC73,UPS LOGISTICS PRIVATE LIMITED,en,,IN-MH,IN,411013,IN-MH,IN,411013,RA000394,,U74999PN2000PTC155732,IN,ACTIVE,ISSUED,2021-10-06T12:35:53+00:00,FULLY_CORROBORATED,RA000394,U74999PN2000PTC155732
2593,335800IUGIJQPNR81Y71,THE NEW INDIA ASSURANCE COMPANY EMPLOYEES PENSION FUND,en,,IN-MH,IN,400001,IN-MH,IN,400001,RA999999,,,IN,ACTIVE,ISSUED,2021-10-06T12:35:25+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
2594,894500UTJ6I22MB1JI79,COMERCIALIZACION M MUCHO MADRID CENTRO SL,,,,ES,28012,,ES,28012,RA000533,,B87240818,ES,ACTIVE,ISSUED,2021-10-06T12:31:41+00:00,FULLY_CORROBORATED,RA000533,B87240818
2595,335800V6IC1ZI4N1FL19,LOHA NANDED WARANGA HIGHWAYS PRIVATE LIMITED,en,,IN-MP,IN,452001,IN-MP,IN,452001,RA000394,,U45500MP2020PTC052612,IN,ACTIVE,ISSUED,2021-10-06T12:29:22+00:00,FULLY_CORROBORATED,RA000394,U45500MP2020PTC052612
2596,335800QD4N5E41ASEJ19,HAVAS MEDIA INDIA PRIVATE LIMITED,en,,IN-MH,IN,400063,IN-MH,IN,400063,RA000394,,U74300MH2001PTC132662,IN,ACTIVE,ISSUED,2021-10-06T12:27:36+00:00,FULLY_CORROBORATED,RA000394,U74300MH2001PTC132662
2597,8755007VTFWCD80ZVW71,Association sportive du Centre de Traumatologie et de Réadaptation,,,,BE,1020,,BE,1020,RA000025,,434437561,BE,ACTIVE,ISSUED,2021-10-06T12:29:17+00:00,FULLY_CORROBORATED,RA000025,434437561
2598,984500CE10A79692B575,Osaühing Ärkan ja märkan,,,EE-84,EE,69303,EE-84,EE,69303,RA000181,,14746714,EE,ACTIVE,ISSUED,2021-10-06T12:27:10+00:00,FULLY_CORROBORATED,RA000181,14746714
2599,3358001DOH6ZHWO8SC85,EAGLE PRESS PRIVATE LIMITED,en,,IN-TN,IN,600081,IN-TN,IN,600081,RA000394,,U22121TN1982PTC009499,IN,ACTIVE,ISSUED,2021-10-06T12:25:54+00:00,FULLY_CORROBORATED,RA000394,U22121TN1982PTC009499
2600,815600205536C448DD44,RAVENNA TERMINAL FERTILYZER S.R.L.,,,IT-RA,IT,48123,IT-RA,IT,48123,RA000407,,2642080390,IT,ACTIVE,ISSUED,2021-10-06T12:25:46+00:00,FULLY_CORROBORATED,RA000407,2642080390
2601,529900YG0XLL2YF5P581,BETONTIR SOCIETA' PER AZIONI,,,IT-25,IT,24126,IT-25,IT,24126,RA000407,,BG-452945,IT,ACTIVE,ISSUED,2021-10-06T12:18:42+00:00,FULLY_CORROBORATED,RA000407,BG-452945
2602,984500FC05CHFCA13M79,GUNTVEDT HOLDING AS,,,,NO,7818,,NO,7818,RA000472,,989 266 470,NO,ACTIVE,ISSUED,2021-10-06T12:17:55+00:00,FULLY_CORROBORATED,RA000472,989 266 470
2603,98450096BBY0F7504494,INDUS INDIA,,,IN-DL,IN,110034,IN-DL,IN,110034,RA000754,,07AAFFH2246E1ZQ,IN,ACTIVE,ISSUED,2021-10-06T12:17:51+00:00,FULLY_CORROBORATED,RA000754,07AAFFH2246E1ZQ
2604,529900NNM6QMU2WYFT24,CALCESTRUZZI S.P.A.,,,IT-25,IT,24126,IT-25,IT,24126,RA000407,,BG-216610,IT,ACTIVE,ISSUED,2021-10-06T12:16:15+00:00,FULLY_CORROBORATED,RA000407,BG-216610
2605,959800DRTJJ5K6B4U415,TEKIA INGENIEROS S.A.,,,,ES,28290,,ES,28290,RA000533,,M-206682-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:54+00:00,FULLY_CORROBORATED,RA000533,M-206682-8
2606,959800PUUCZDETNLX677,"TRESMARES GROWTH FUND SANTANDER, S.C.R., S.A.",,,,ES,28660,,ES,28660,RA000533,,M-724814-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:52+00:00,FULLY_CORROBORATED,RA000533,M-724814-8
2607,9598001U1BQQYAJ4WP26,"MEATLAMB, S.L.",,,,ES,28919,,ES,28053,RA000533,,M-676968-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:48+00:00,FULLY_CORROBORATED,RA000533,M-676968-8
2608,959800D8C1SJ1JD6BY60,GLOBAL CARTERA DE VALORES S.A. EN LIQUIDACION,,,,ES,28014,,ES,28014,RA000533,,M-424749-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:45+00:00,FULLY_CORROBORATED,RA000533,M-424749-8
2609,959800739JV3TR25XF93,"COMUNICACIONES ELECTRÓNICAS MUNDOSMS, SL",,,,ES,15171,,ES,15171,RA000533,,C-54969-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:44+00:00,FULLY_CORROBORATED,RA000533,C-54969-8
2610,724500LIITVGX4NDAH90,Madani Globaal B.V.,,,,NL,2333CW,,NL,2333CW,RA000463,,78627125,NL,ACTIVE,ISSUED,2021-10-06T12:15:35+00:00,FULLY_CORROBORATED,RA000463,78627125
2611,959800812MESJZUE2255,EXCELLENTIA MANAGEMENT & DEVELOPMENT S.L,,,,ES,28770,,ES,28770,RA000533,,M-506212-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:17+00:00,FULLY_CORROBORATED,RA000533,M-506212-8
2612,959800899B9YZRGHMY79,FERNANDEZ Y TOTH ASESORES S.L.,,,,ES,28006,,ES,28006,RA000533,,M-208377-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:17+00:00,FULLY_CORROBORATED,RA000533,M-208377-8
2613,959800BZV1G7PQ6VAB81,"GLOBO MARKETING GLOBAL MARKETING FOR BUSINESS OBJECTIVES, S.L.",,,,ES,28050,,ES,28050,RA000533,,M-453403-8,ES,ACTIVE,ISSUED,2021-10-06T12:15:09+00:00,FULLY_CORROBORATED,RA000533,M-453403-8
2614,724500ST3QQ1BYVMEI51,A. van Venrooy Holding B.V.,,,,NL,1251AS,,NL,1251AS,RA000463,,32128746,NL,ACTIVE,ISSUED,2021-10-06T12:14:10+00:00,FULLY_CORROBORATED,RA000463,32128746
2615,98450057DB1442A7A986,BHT HOLDING AS,,,,NO,3036,,NO,3036,RA000472,,922 264 953,NO,ACTIVE,ISSUED,2021-10-06T12:08:56+00:00,FULLY_CORROBORATED,RA000472,922 264 953
2616,815600187C0B622FB986,"CIRCOLO AGRARIO FRIULANO SOCIETA' COOPERATIVA LA SOCIETA' POTRA' ESSERE IDENTIFICATA ANCHE CON LE SEGUENTI SIGLE "" CIRCOLO AGRARIO S. GIORGIO R. SOC. COOP."", ""CIRCOLO AGRARIO COOPERATIVO DI SAN G IORGIO DELLA RICHINVELDA E VILLOTTA SOC.COOP. A R.L."", ""C.A.F.""",,,IT-36,IT,33095,IT-36,IT,33095,RA000407,,67620930,IT,ACTIVE,ISSUED,2021-10-06T12:08:35+00:00,FULLY_CORROBORATED,RA000407,67620930
2617,984500D7C84A0E8FF813,BISHAN SINGH JASBIR SINGH JWELLERS LLP,,,IN-DL,IN,110024,IN-DL,IN,110024,RA000394,,AAD-6699,IN,ACTIVE,ISSUED,2021-10-06T12:07:51+00:00,FULLY_CORROBORATED,RA000394,AAD-6699
2618,787200V572PCVLQXGR55,PLASE PESCARESTI SA,,,RO-GL,RO,800076,RO-GL,RO,800076,RA000497,,1632293,RO,ACTIVE,ISSUED,2021-10-06T00:00:00+00:00,FULLY_CORROBORATED,RA000497,1632293
2619,984500Q54BAA44A7A964,SIA HiPark Systems,,,,LV,,,LV,,RA000423,,40003660280,LV,ACTIVE,ISSUED,2021-10-06T12:07:06+00:00,FULLY_CORROBORATED,RA000423,40003660280
2620,984500AMDC34BJ800C92,JAYES FARMS LIMITED,,,,GB,RH5 5RR,,GB,RH5 5RR,RA000585,,2652401,GB,ACTIVE,ISSUED,2020-11-08T00:00:00+00:00,FULLY_CORROBORATED,RA000585,2652401
2621,254900F76Y5WNVGWO622,Trosa Kommun,,,SE-D,SE,619 35,SE-D,SE,619 35,RA000544,,212000-2957,SE,ACTIVE,ISSUED,2021-10-06T12:01:04+00:00,FULLY_CORROBORATED,RA000544,212000-2957
2622,894500UTOQ1TPLMX7224,JUNKS CAPITAL SL,,,,ES,28703,,ES,28703,RA000533,,B88030986,ES,ACTIVE,ISSUED,2021-10-06T11:59:05+00:00,FULLY_CORROBORATED,RA000533,B88030986
2623,894500UTU9LLCKYSUM95,CONDUCTOS DE AIREACION VIZCAYA SOCIEDAD LIMITADA,,,,ES,48508,,ES,48508,RA000533,,B95394409,ES,ACTIVE,ISSUED,2021-10-06T11:51:28+00:00,FULLY_CORROBORATED,RA000533,B95394409
2624,25490028S8VLWAAIS219,FIDUCIAIRE COSTERMANS,,,,BE,2920,,BE,2920,RA000025,,0848.549.565,BE,ACTIVE,ISSUED,2021-10-06T11:48:44+00:00,FULLY_CORROBORATED,RA000025,0848.549.565
2625,984500H2CD0B770DAF14,CULIMETA SAVEGUARD S.R.L.,,,,IT,81100,,IT,81025,RA000407,,3137420612,IT,ACTIVE,ISSUED,2021-10-06T11:38:15+00:00,FULLY_CORROBORATED,RA000407,3137420612
2626,3358004DDFLTVU54A376,AHMEDNAGAR SHAHAR SAHAKARI BANK MARYADIT,en,,IN-MH,IN,414001,IN-MH,IN,414001,RA000754,,27AAABB0323R1ZQ,IN,ACTIVE,ISSUED,2021-10-06T11:38:00+00:00,PARTIALLY_CORROBORATED,RA000754,27AAABB0323R1ZQ
2627,98450088BDCCKAEEFE76,CARDIOMED S.P.A.,,,IT-IS,IT,86077,IT-NA,IT,80044,RA000407,,2705900641,IT,ACTIVE,ISSUED,2021-10-06T11:29:42+00:00,FULLY_CORROBORATED,RA000407,2705900641
2628,984500064E5AY2A0IB45,"ETERNAPRENDIZ, LDA",,,PT-17,PT,5400-220,PT-17,PT,5400-220,RA000487,,516025457,PT,ACTIVE,ISSUED,2021-10-06T11:28:46+00:00,FULLY_CORROBORATED,RA000487,516025457
2629,98450058AC2E6D6A0928,Remppa-Henkka Oy,,,,FI,75500,,FI,75500,RA000188,,2784691-1,FI,ACTIVE,ISSUED,2021-10-06T11:30:08+00:00,FULLY_CORROBORATED,RA000188,2784691-1
2630,984500115DF373664686,FoF Family Office Invest I Sverige AB,,,,SE,402 28,,SE,402 28,RA000544,,556585-7983,SE,ACTIVE,ISSUED,2021-10-06T11:18:05+00:00,FULLY_CORROBORATED,RA000544,556585-7983
2631,98450036NFBBB9CACP42,NUOVA EUREKA SOCIETA' A RESPONSABILITA' LIMITATA O IN FORMA ABBRE VIATA S.R.L.,,,IT-RM,IT,137,IT-RM,IT,137,RA000407,,9680501005,IT,ACTIVE,ISSUED,2021-10-06T11:17:59+00:00,FULLY_CORROBORATED,RA000407,9680501005
2632,9598000KU1ZM4ZW23118,MOREGAL FINANCE SL,,,,ES,29001,,ES,29001,RA000533,,MA-156903-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:27+00:00,FULLY_CORROBORATED,RA000533,MA-156903-8
2633,95980006HW3MXNF0E580,BARCELONA UNION LEGAL S.L.P.,,,,ES,8021,,ES,8021,RA000533,,B-391341-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:18+00:00,FULLY_CORROBORATED,RA000533,B-391341-8
2634,9598001237VT9F1K0V11,FUSTES MONTGROS S.L.,,,,ES,8799,,ES,8799,RA000533,,B-142477-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:09+00:00,FULLY_CORROBORATED,RA000533,B-142477-8
2635,959800GWVJWJUR4MH585,STOCK ACTIVOS SL,,,,ES,3001,,ES,3001,RA000533,,A-119187-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:08+00:00,FULLY_CORROBORATED,RA000533,A-119187-8
2636,959800L9JQKGEKLPCC55,EQUIPAMIENTOS DE ACERO INOXIDABLE S.L.,,,,ES,8034,,ES,8034,RA000533,,B-133474-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:07+00:00,FULLY_CORROBORATED,RA000533,B-133474-8
2637,959800DKLH5V392MKJ73,CONSTRUCCIONES INTEGRAL IKA 2007 S.L.,,,,ES,8210,,ES,8016,RA000533,,B-348507-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:07+00:00,FULLY_CORROBORATED,RA000533,B-348507-8
2638,959800X34VC6APNH2188,ZONA COCINA SL,,,,ES,14900,,ES,14900,RA000533,,CO-34493-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:05+00:00,FULLY_CORROBORATED,RA000533,CO-34493-8
2639,9598008HFNW0UEVRWM95,ACEDESCA S.L.,,,,ES,8019,,ES,8019,RA000533,,B-478275-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:03+00:00,FULLY_CORROBORATED,RA000533,B-478275-8
2640,959800U08EBGZYVF0840,ANALISTAS INTEGRALES DE CONSULTORIA SL,,,,ES,3201,,ES,3201,RA000533,,A-52691-8,ES,ACTIVE,ISSUED,2021-10-06T11:16:00+00:00,FULLY_CORROBORATED,RA000533,A-52691-8
2641,335800H4BJMLN3TMJH19,ZENSAR PROVIDENT FUND,en,,IN-MH,IN,411014,IN-MH,IN,411014,RA999999,,,IN,ACTIVE,ISSUED,2021-10-06T11:13:52+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
2642,3358004DUKAHFIRGYY17,THE MURSHIDABAD DISTRICT CENTRAL CO OPERATIVE BANK LTD,en,,IN-WB,IN,742101,IN-WB,IN,742101,RA000754,,19AABAT2105M1ZG,IN,ACTIVE,ISSUED,2021-10-06T11:13:44+00:00,FULLY_CORROBORATED,RA000754,19AABAT2105M1ZG
